createtripid,region,createtripid_region,requestdate,aborteddataerrorcount,accommodationunavailableerrorcount,createtripformsubmission_adultcount,badproportionerrorcount,createtripformsubmission_childages,createtripformsubmission_childcount,createtripformsubmission_closestcity_id,createtripformsubmission_closestcity,creationdate,createtripformsubmission_directjourney,createtripformsubmission_durationdays,array_to_string,createtripformsubmission_extrainfo,failtimeseconds,failureindurationserrorcount,createtripformsubmission_fastjourney,firstchoiceaccommodationunavailablecount,noavailabledotwaccommodationerrorcount,nofamilymanualfallbackserrorcount,nogoodscoreerrorcount,norouteserrorcount,jotform_onewaytrip,overnightreductionerrorcount,createtripformsubmission_preferreddate,createtripformsubmission_roomcount,substituteaccommodationunavailablecount,success,timeouterrorcount,transportunavailableerrorcount,tripbuildtimeseconds,createtripformsubmission_twinroompreferred
"722828359942702","Andalusia","722828359942702_Andalusia","'2024-01-21 17:26:53.410'","0","0","2","0","{}","0","26","London","'2024-01-21 17:27:02.571'","false","7","Food and Drink,Nature,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","8.30","false"
"903624650358293","Alsace","903624650358293_Alsace","'2024-01-21 17:27:30.442'","0","0","4","0","{9}","1","26","London","'2024-01-21 17:29:03.380'","false","14","Good for kids,History,Food and Drink,Nature,Relaxation","{}","","0","false","3","0","0","0","3","","0","'2024-05-25'","1","2","true","1","0","92.01","true"
"903624650358293","French Riviera","903624650358293_French Riviera","'2024-01-21 17:27:30.442'","0","0","4","0","{9}","1","26","London","'2024-01-21 17:35:26.542'","false","14","Good for kids,History,Food and Drink,Nature,Relaxation","{}","","0","false","9","0","0","0","0","","0","'2024-05-25'","1","8","true","1","0","475.17","true"
"903624650358293","Corsica","903624650358293_Corsica","'2024-01-21 17:27:30.442'","0","0","4","0","{9}","1","26","London","'2024-01-21 17:45:09.524'","false","14","Good for kids,History,Food and Drink,Nature,Relaxation","{}","","0","false","18","0","0","0","0","","0","'2024-05-25'","1","17","true","1","0","1058.15","true"
"903624650358293","Hauts-de-France","903624650358293_Hauts-de-France","'2024-01-21 17:27:30.442'","0","0","4","0","{9}","1","26","London","'2024-01-21 17:41:15.894'","false","14","Good for kids,History,Food and Drink,Nature,Relaxation","{}","","0","false","18","0","0","0","0","","0","'2024-05-25'","1","17","true","1","0","824.52","true"
"802827652685254","Switzerland","802827652685254_Switzerland","'2024-01-21 17:27:55.829'","0","0","2","0","{}","0","26","London","'2024-01-21 17:28:12.848'","false","10","History,Nature,Food and Drink,Relaxation,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-04-02'","1","0","true","0","0","16.02","false"
"824972439538520","North & Central Spain","824972439538520_North & Central Spain","'2024-01-21 17:28:19.324'","0","0","2","0","{}","0","22371672","Paris","'2024-01-21 17:28:28.810'","false","7","Arts and Culture,Food and Drink,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-03-17'","1","0","true","0","0","8.72","false"
"877884002132852","Italian Riviera","877884002132852_Italian Riviera","'2024-01-21 17:29:40.117'","0","0","3","0","{12}","1","26","London","'2024-01-21 17:30:06.896'","false","10","Arts and Culture,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-07-26'","2","0","true","0","0","25.19","true"
"632918361439559","East Highlands","632918361439559_East Highlands","'2024-01-21 17:30:39.878'","0","0","3","1","{}","0","110973197","Reading","'2024-01-21 17:30:45.415'","false","4","History,Arts and Culture,Nature","{}","","0","false","0","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","4.61","true"
"632918361439559","Highlands & Islands","632918361439559_Highlands & Islands","'2024-01-21 17:30:39.878'","0","0","3","2","{}","0","110973197","Reading","'2024-01-21 17:31:06.099'","false","4","History,Arts and Culture,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","25.29","true"
"759041192249296","Alsace","759041192249296_Alsace","'2024-01-21 17:31:58.915'","0","0","2","0","{}","0","650404624","Southampton","'2024-01-21 17:32:05.093'","false","10","Arts and Culture,History,Food and Drink,Nightlife,Adventure","{}","","0","false","0","0","0","0","2","","0","'2025-06-22'","1","0","true","0","0","4.60","false"
"694875261228388","Southern Italy","694875261228388_Southern Italy","'2024-01-21 17:32:53.907'","0","0","2","0","{}","0","26","London","'2024-01-21 17:33:03.909'","false","10","History,Food and Drink,Nature,Relaxation","{}","","0","false","0","0","0","0","1","","0","'2024-04-01'","1","0","true","0","0","9.15","false"
"694875261228388","Northern Italy","694875261228388_Northern Italy","'2024-01-21 17:32:53.907'","0","0","2","0","{}","0","26","London","'2024-01-21 17:33:07.181'","false","10","History,Food and Drink,Nature,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","12.43","false"
"877494249908577","Southern Italy","877494249908577_Southern Italy","'2024-01-21 17:33:17.005'","0","0","2","0","{}","0","26","London","'2024-01-21 17:33:29.660'","false","8","Arts and Culture,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-04-20'","1","0","true","0","0","11.97","false"
"668761820224299","Belgium","668761820224299_Belgium","'2024-01-21 17:35:22.895'","0","0","2","0","{9,9,14}","3","26","London","'2024-01-21 17:35:37.761'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-05-24'","2","0","true","0","0","14.00","true"
"668761820224299","Northern Italy","668761820224299_Northern Italy","'2024-01-21 17:35:22.895'","0","0","2","0","{9,9,14}","3","26","London","'2024-01-21 17:35:53.728'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","0","0","0","0","0","","0","'2024-05-24'","2","0","true","1","0","29.98","true"
"668761820224299","Alsace","668761820224299_Alsace","'2024-01-21 17:35:22.895'","0","0","2","0","{9,9,14}","3","26","London","'2024-01-21 17:35:33.250'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","0","0","0","0","2","","0","'2024-05-24'","2","0","true","0","0","9.51","true"
"668761820224299","Netherlands","668761820224299_Netherlands","'2024-01-21 17:35:22.895'","0","0","2","0","{9,9,14}","3","26","London","'2024-01-21 17:35:36.733'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-05-24'","2","0","true","0","0","12.99","true"
"668761820224299","Switzerland","668761820224299_Switzerland","'2024-01-21 17:35:22.895'","0","0","2","0","{9,9,14}","3","26","London","'2024-01-21 17:35:56.211'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-05-24'","2","0","true","1","0","32.46","true"
"855811273017512","Highlands & Islands","855811273017512_Highlands & Islands","'2024-01-21 17:35:32.710'","0","0","2","0","{}","0","26","London","'2024-01-21 17:35:40.434'","false","3","Nature,History,Relaxation","{}","","0","false","1","0","0","0","2","","0","'2024-05-01'","1","0","true","0","0","6.72","false"
"790437981591191","Highlands & Islands","790437981591191_Highlands & Islands","'2024-01-21 17:37:13.464'","0","0","4","0","{}","0","22370660","Newcastle","'2024-01-21 17:37:29.082'","false","5","Relaxation,History","{}","","0","false","3","2","0","0","9","","0","'2024-06-30'","2","2","true","0","0","14.65","true"
"790437981591191","East Highlands","790437981591191_East Highlands","'2024-01-21 17:37:13.464'","0","0","4","0","{}","0","22370660","Newcastle","'2024-01-21 17:37:18.422'","false","5","Relaxation,History","{}","","0","false","0","0","0","0","4","","0","'2024-06-30'","2","0","true","0","0","4.00","true"
"746799483291572","Alsace","746799483291572_Alsace","'2024-01-21 17:37:25.245'","0","0","2","0","{}","0","26","London","'2024-01-21 17:37:27.998'","false","7","History,Arts and Culture,Nature,Food and Drink,Relaxation","{}","","0","false","0","0","0","0","2","","0","'2024-05-04'","1","0","true","0","0","2.14","false"
"618815568276937","Highlands & Islands","618815568276937_Highlands & Islands","'2024-01-21 17:37:48.300'","0","0","2","1","{}","0","1635547","Chester","'2024-01-21 17:38:00.537'","false","3","Relaxation,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-18'","1","0","true","0","0","10.78","false"
"618815568276937","East Highlands","618815568276937_East Highlands","'2024-01-21 17:37:48.300'","0","0","2","0","{}","0","1635547","Chester","'2024-01-21 17:38:01.837'","false","3","Relaxation,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-18'","1","0","true","0","0","12.08","false"
"618815568276937","Yorkshire","618815568276937_Yorkshire","'2024-01-21 17:37:48.300'","0","0","2","0","{}","0","1635547","Chester","'2024-01-21 17:37:58.103'","false","3","Relaxation,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-03-18'","1","0","true","0","0","8.34","false"
"685707631187072","French Riviera","685707631187072_French Riviera","'2024-01-21 17:38:05.881'","0","0","2","0","{9,9,14}","3","22371672","Paris","'2024-01-21 17:38:57.523'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","2","0","0","0","0","","0","'2024-05-24'","2","1","true","1","0","50.89","true"
"685707631187072","Alsace","685707631187072_Alsace","'2024-01-21 17:38:05.881'","0","0","2","0","{9,9,14}","3","22371672","Paris","'2024-01-21 17:38:11.110'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","0","0","0","0","2","","0","'2024-05-24'","2","0","true","0","0","4.50","true"
"685707631187072","Switzerland","685707631187072_Switzerland","'2024-01-21 17:38:05.881'","0","0","2","0","{9,9,14}","3","22371672","Paris","'2024-01-21 17:38:40.868'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-05-24'","2","0","true","1","0","34.24","true"
"685707631187072","Northern Italy","685707631187072_Northern Italy","'2024-01-21 17:38:05.881'","0","0","2","0","{9,9,14}","3","22371672","Paris","'2024-01-21 17:38:24.804'","false","7","Relaxation,History,Adventure,Nature,Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-05-24'","2","0","true","0","0","18.17","true"
"640993248159538","Highlands & Islands","640993248159538_Highlands & Islands","'2024-01-21 17:38:06.093'","0","0","2","1","{}","0","22393415","Newport","'2024-01-21 17:38:18.934'","false","4","Relaxation,Food and Drink","{}","","0","false","0","0","0","0","0","","0","'2024-06-07'","1","0","true","0","0","11.97","false"
"606293105375006","Alsace","606293105375006_Alsace","'2024-01-21 17:39:11.368'","0","0","2","0","{}","0","26","London","'2024-01-21 17:39:15.433'","false","7","Relaxation,Arts and Culture,History,Food and Drink,Nature","{}","","0","false","0","0","0","0","2","","0","'2024-05-04'","1","0","true","0","0","3.31","false"
"777014570618021","North & Central Spain","777014570618021_North & Central Spain","'2024-01-21 17:40:34.776'","0","0","2","0","{10,12,15}","3","22371672","Paris","'2024-01-21 17:40:51.155'","false","7","Good for kids,Adventure,Nature,History","{}","","0","false","1","0","0","0","9","","0","'2024-07-05'","2","0","true","0","0","14.95","true"
"777014570618021","Northern Italy","777014570618021_Northern Italy","'2024-01-21 17:40:34.776'","0","0","2","0","{10,12,15}","3","22371672","Paris","'2024-01-21 17:40:54.594'","false","7","Good for kids,Adventure,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-07-05'","2","0","true","0","0","18.36","true"
"777014570618021","Switzerland","777014570618021_Switzerland","'2024-01-21 17:40:34.776'","0","0","2","0","{10,12,15}","3","22371672","Paris","'2024-01-21 17:41:02.886'","false","7","Good for kids,Adventure,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-07-05'","2","0","true","0","0","26.66","true"
"777014570618021","Italian Riviera","777014570618021_Italian Riviera","'2024-01-21 17:40:34.776'","0","0","2","0","{10,12,15}","3","22371672","Paris","'2024-01-21 17:40:46.777'","false","7","Good for kids,Adventure,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-07-05'","2","0","true","0","0","10.56","true"
"854669019474883","Highlands & Islands","854669019474883_Highlands & Islands","'2024-01-21 17:40:38.840'","0","0","2","0","{}","0","26","London","'2024-01-21 17:40:49.936'","false","7","History,Adventure,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","10.24","false"
"918955475815361","Alsace","918955475815361_Alsace","'2024-01-21 17:41:41.683'","0","0","2","0","{}","0","26","London","'2024-01-21 17:41:56.095'","false","14","History,Food and Drink,Arts and Culture","{}","","0","false","0","0","0","0","3","","0","'2024-09-14'","1","0","true","0","0","12.38","false"
"918955475815361","Northern Italy","918955475815361_Northern Italy","'2024-01-21 17:41:41.683'","0","0","2","0","{}","0","26","London","'2024-01-21 17:42:13.802'","false","14","History,Food and Drink,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-09-14'","1","0","true","1","0","30.11","false"
"918955475815361","Italian Riviera","918955475815361_Italian Riviera","'2024-01-21 17:41:41.683'","0","0","2","0","{}","0","26","London","'2024-01-21 17:42:04.215'","false","14","History,Food and Drink,Arts and Culture","{}","","0","false","1","0","0","0","0","","0","'2024-09-14'","1","0","true","0","0","20.52","false"
"918955475815361","Southern Italy","918955475815361_Southern Italy","'2024-01-21 17:41:41.683'","0","0","2","0","{}","0","26","London","'2024-01-21 17:42:00.931'","false","14","History,Food and Drink,Arts and Culture","{}","","0","false","0","0","0","0","3","","0","'2024-09-14'","1","0","true","0","0","17.22","false"
"670025168084932","Yorkshire","670025168084932_Yorkshire","'2024-01-21 17:42:53.568'","0","0","2","0","{}","0","26","London","'2024-01-21 17:42:57.643'","false","3","History,Nature,Food and Drink","{}","","0","false","1","0","0","0","1","","0","'2024-03-19'","1","0","true","0","0","3.33","false"
"785421687055938","Northern Italy","785421687055938_Northern Italy","'2024-01-21 17:43:21.712'","0","0","1","0","{}","0","26","London","'2024-01-21 17:43:42.581'","false","7","Food and Drink,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-05-06'","1","0","true","0","0","18.77","false"
"785421687055938","Italian Riviera","785421687055938_Italian Riviera","'2024-01-21 17:43:21.712'","0","0","1","0","{}","0","26","London","'2024-01-21 17:43:34.830'","false","7","Food and Drink,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-05-06'","1","0","true","0","0","11.02","false"
"705649661065796","Switzerland","705649661065796_Switzerland","'2024-01-21 17:47:09.241'","0","0","2","0","{12}","1","29","Bristol","'2024-01-21 17:47:46.499'","false","7","Arts and Culture,Food and Drink,Nature,Good for kids","{}","","0","false","2","0","0","0","0","","0","'2024-02-10'","2","1","true","1","0","36.56","false"
"720569494699326","East Highlands","720569494699326_East Highlands","'2024-01-21 17:47:44.382'","0","0","4","1","{7,8,10}","3","375285198","Leicester","'2024-01-21 17:47:53.292'","false","3","Good for kids,Relaxation","{}","","0","false","0","0","0","0","0","","0","'2024-03-17'","2","0","true","0","0","7.26","false"
"720569494699326","Highlands & Islands","720569494699326_Highlands & Islands","'2024-01-21 17:47:44.382'","0","0","4","11","{7,8,10}","3","375285198","Leicester","","false","3","Good for kids,Relaxation","{}","12.42","0","false","1","1","0","1","0","","0","'2024-03-17'","2","1","false","0","0","","false"
"771393158877058","Sicily","771393158877058_Sicily","'2024-01-21 17:49:21.570'","0","0","2","0","{7,5}","2","26","London","'2024-01-21 17:49:33.368'","false","10","Good for kids","{}","","0","false","1","0","0","0","0","","0","'2024-10-25'","1","0","true","0","0","11.04","false"
"643250181976974","Alsace","643250181976974_Alsace","'2024-01-21 17:49:44.501'","0","0","2","0","{}","0","26","London","'2024-01-21 17:49:52.485'","false","10","Relaxation,History","{}","","0","false","0","0","0","0","1","","0","'2024-08-24'","1","0","true","0","0","6.60","false"
"719719099147808","Andalusia","719719099147808_Andalusia","'2024-01-21 17:51:02.936'","0","0","2","0","{}","0","26","London","'2024-01-21 17:51:15.036'","false","7","History,Arts and Culture,Nature,Nightlife","{}","","0","false","1","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","11.04","false"
"871321326498373","Highlands & Islands","871321326498373_Highlands & Islands","'2024-01-21 17:52:25.986'","0","0","2","0","{}","0","26","London","'2024-01-21 17:52:39.739'","false","7","Relaxation,History,Food and Drink,Adventure,Nature,Nightlife","{}","","0","false","0","0","0","0","4","","0","'2024-05-13'","1","0","true","0","0","12.41","false"
"826704684612715","Alsace","826704684612715_Alsace","'2024-01-21 17:52:26.465'","0","0","2","0","{}","0","26","London","'2024-01-21 17:52:32.485'","false","14","Arts and Culture,History,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-10-11'","1","0","true","0","0","4.98","false"
"826704684612715","Southern Italy","826704684612715_Southern Italy","'2024-01-21 17:52:26.465'","0","0","2","0","{}","0","26","London","'2024-01-21 17:52:36.739'","false","14","Arts and Culture,History,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-10-11'","1","0","true","0","0","9.22","false"
"826704684612715","Italian Riviera","826704684612715_Italian Riviera","'2024-01-21 17:52:26.465'","0","0","2","0","{}","0","26","London","'2024-01-21 17:52:42.691'","false","14","Arts and Culture,History,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-10-11'","1","0","true","0","0","15.18","false"
"862328650255849","Highlands & Islands","862328650255849_Highlands & Islands","'2024-01-21 17:53:01.143'","0","0","2","0","{}","0","26","London","'2024-01-21 17:53:11.402'","false","7","Relaxation,Food and Drink,Nature","{}","","0","false","1","0","0","0","3","","0","'2024-06-21'","1","0","true","0","0","9.35","false"
"862328650255849","East Highlands","862328650255849_East Highlands","'2024-01-21 17:53:01.143'","0","0","2","0","{}","0","26","London","'2024-01-21 17:53:17.204'","false","7","Relaxation,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-06-21'","1","0","true","0","0","15.15","false"
"654623669886415","North & Central Spain","654623669886415_North & Central Spain","'2024-01-21 17:53:44.276'","0","0","2","0","{}","0","26","London","'2024-01-21 17:53:55.882'","false","12","Arts and Culture,Food and Drink,History,Relaxation,Nightlife","{}","","0","false","0","0","0","0","2","","0","'2024-09-04'","1","0","true","0","0","10.65","false"
"768968419334643","Yorkshire","768968419334643_Yorkshire","'2024-01-21 17:54:02.033'","0","0","2","0","{}","0","26","London","'2024-01-21 17:54:06.745'","false","8","History","{}","","0","false","0","0","0","0","1","","0","'2024-03-17'","2","0","true","0","0","3.66","false"
"755471351755697","Highlands & Islands","755471351755697_Highlands & Islands","'2024-01-21 17:54:08.024'","0","0","2","0","{}","0","26","London","'2024-01-21 17:54:18.351'","false","7","Relaxation,Food and Drink,Nature,History","{}","","0","false","1","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","8.74","false"
"897610827772023","Switzerland","897610827772023_Switzerland","'2024-01-21 17:55:01.330'","0","0","6","0","{7,8,13,15}","4","26","London","'2024-01-21 17:55:24.247'","false","4","Good for kids,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-02-16'","5","0","true","0","0","22.14","true"
"919090321677496","Highlands & Islands","919090321677496_Highlands & Islands","'2024-01-21 17:55:28.799'","0","0","2","1","{}","0","26","London","'2024-01-21 17:55:40.379'","false","4","Adventure,Food and Drink","{}","","0","false","0","0","0","0","0","","0","'2024-03-22'","1","0","true","0","0","10.85","false"
"909668253449088","North & Central Spain","909668253449088_North & Central Spain","'2024-01-21 17:56:39.880'","0","0","2","0","{}","0","26","London","'2024-01-21 17:56:44.094'","false","10","Relaxation,Nature","{}","","0","false","0","0","0","0","5","","0","'2025-04-03'","1","0","true","0","0","3.06","false"
"909668253449088","Catalonia","909668253449088_Catalonia","'2024-01-21 17:56:39.880'","0","0","2","0","{}","0","26","London","'2024-01-21 17:56:44.026'","false","10","Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2025-04-03'","1","0","true","0","0","2.99","false"
"833371253054627","Highlands & Islands","833371253054627_Highlands & Islands","'2024-01-21 17:57:32.571'","0","0","2","1","{}","0","26","London","'2024-01-21 17:57:41.022'","false","4","Food and Drink,History,Relaxation,Nightlife","{}","","0","false","0","0","0","0","0","","0","'2024-03-17'","1","0","true","0","0","7.60","false"
"873386014495141","North & Central Spain","873386014495141_North & Central Spain","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:52.864'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","20.01","false"
"873386014495141","Switzerland","873386014495141_Switzerland","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:54.545'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","21.72","false"
"873386014495141","Netherlands","873386014495141_Netherlands","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:46.452'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","13.60","false"
"873386014495141","Andalusia","873386014495141_Andalusia","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:55.459'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","22.60","false"
"873386014495141","Southern Italy","873386014495141_Southern Italy","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:45.419'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","0","0","0","0","9","","0","'2024-04-01'","1","0","true","0","0","12.53","false"
"873386014495141","Sicily","873386014495141_Sicily","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:53.353'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","20.48","false"
"873386014495141","Belgium","873386014495141_Belgium","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:43.515'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","10.64","false"
"873386014495141","Hauts-de-France","873386014495141_Hauts-de-France","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:42.024'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","9.19","false"
"873386014495141","French Riviera","873386014495141_French Riviera","'2024-01-21 18:00:31.106'","0","0","1","0","{}","0","26","London","'2024-01-21 18:00:49.091'","false","21","Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-04-01'","1","0","true","0","0","16.26","false"
"717891179887425","Alsace","717891179887425_Alsace","'2024-01-21 18:00:59.574'","0","0","2","0","{11,9,7}","3","26","London","'2024-01-21 18:01:47.653'","false","7","Good for kids,Relaxation","{}","","0","false","2","0","0","0","1","","0","'2024-07-26'","1","1","true","1","0","47.08","false"
"717891179887425","Hauts-de-France","717891179887425_Hauts-de-France","'2024-01-21 18:00:59.574'","0","0","2","0","{11,9,7}","3","26","London","'2024-01-21 18:01:18.293'","false","7","Good for kids,Relaxation","{}","","0","false","1","0","0","0","0","","0","'2024-07-26'","1","0","true","0","0","17.71","false"
"717891179887425","French Riviera","717891179887425_French Riviera","'2024-01-21 18:00:59.574'","0","0","2","0","{11,9,7}","3","26","London","'2024-01-21 18:01:41.459'","false","7","Good for kids,Relaxation","{}","","0","false","2","0","0","0","0","","0","'2024-07-26'","1","1","true","1","0","40.87","false"
"751080527262622","Alsace","751080527262622_Alsace","'2024-01-21 18:01:04.536'","0","0","2","0","{}","0","26","London","'2024-01-21 18:01:14.582'","false","9","Food and Drink,History,Arts and Culture,Relaxation,Nature","{}","","0","false","0","0","0","0","3","","0","'2024-06-30'","1","0","true","0","0","8.50","true"
"751080527262622","Northern Italy","751080527262622_Northern Italy","'2024-01-21 18:01:04.536'","0","0","2","0","{}","0","26","London","'2024-01-21 18:01:25.044'","false","9","Food and Drink,History,Arts and Culture,Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-06-30'","1","0","true","0","0","18.95","true"
"751080527262622","Italian Riviera","751080527262622_Italian Riviera","'2024-01-21 18:01:04.536'","0","0","2","0","{}","0","26","London","'2024-01-21 18:01:20.299'","false","9","Food and Drink,History,Arts and Culture,Relaxation,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-06-30'","1","0","true","0","0","14.20","true"
"716975039226991","French Riviera","716975039226991_French Riviera","'2024-01-21 18:01:10.174'","0","0","2","0","{}","0","26","London","'2024-01-21 18:01:24.146'","false","14","Relaxation,Adventure,Nature,Arts and Culture,History,Nightlife,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-07-22'","1","0","true","0","0","12.65","false"
"716975039226991","Alsace","716975039226991_Alsace","'2024-01-21 18:01:10.174'","0","0","2","0","{}","0","26","London","'2024-01-21 18:01:16.413'","false","14","Relaxation,Adventure,Nature,Arts and Culture,History,Nightlife,Food and Drink","{}","","0","false","0","0","0","0","2","","0","'2024-07-22'","1","0","true","0","0","4.92","false"
"666651239460350","Alsace","666651239460350_Alsace","'2024-01-21 18:07:17.930'","0","0","2","0","{}","0","26","London","'2024-01-21 18:07:21.795'","false","7","Arts and Culture,History,Food and Drink,Adventure,Nature","{}","","0","false","0","0","0","0","2","","0","'2024-02-11'","1","0","true","0","0","2.96","false"
"630818605487157","Northern Italy","630818605487157_Northern Italy","'2024-01-21 18:07:22.432'","0","0","2","0","{}","0","26","London","'2024-01-21 18:07:36.498'","false","8","Relaxation,Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-06-30'","1","0","true","0","0","12.51","true"
"630818605487157","Alsace","630818605487157_Alsace","'2024-01-21 18:07:22.432'","0","0","2","0","{}","0","26","London","'2024-01-21 18:07:40.295'","false","8","Relaxation,Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","3","","0","'2024-06-30'","1","0","true","0","0","16.33","true"
"630818605487157","Italian Riviera","630818605487157_Italian Riviera","'2024-01-21 18:07:22.432'","0","0","2","0","{}","0","26","London","'2024-01-21 18:07:33.557'","false","8","Relaxation,Arts and Culture,History,Food and Drink,Nature","{}","","0","false","1","0","0","0","0","","0","'2024-06-30'","1","0","true","0","0","9.58","true"
"630818605487157","Southern Italy","630818605487157_Southern Italy","'2024-01-21 18:07:22.432'","0","0","2","0","{}","0","26","London","'2024-01-21 18:07:31.110'","false","8","Relaxation,Arts and Culture,History,Food and Drink,Nature","{}","","0","false","0","0","0","0","1","","0","'2024-06-30'","1","0","true","0","0","7.13","true"
"834382520662829","Yorkshire","834382520662829_Yorkshire","'2024-01-21 18:07:54.740'","0","0","2","0","{}","0","26","London","'2024-01-21 18:08:01.862'","false","5","Relaxation,History,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-12-23'","1","0","true","0","0","6.29","false"
"641117394120367","Highlands & Islands","641117394120367_Highlands & Islands","'2024-01-21 18:08:33.225'","0","0","2","0","{}","0","26","London","'2024-01-21 18:08:40.707'","false","6","Relaxation,Adventure,Nature,Arts and Culture,History,Nightlife,Food and Drink","{}","","0","false","0","0","0","0","1","","0","'2024-05-13'","1","0","true","0","0","6.74","false"
"873351249519538","Highlands & Islands","873351249519538_Highlands & Islands","'2024-01-21 18:11:03.192'","0","0","2","0","{}","0","-1","Glasgow","'2024-01-21 18:11:17.499'","false","7","Relaxation,Food and Drink","{}","","0","false","1","0","0","0","5","","0","'2024-04-06'","1","0","true","0","0","13.43","false"
"873351249519538","Yorkshire","873351249519538_Yorkshire","'2024-01-21 18:11:03.192'","0","0","2","0","{}","0","-1","Glasgow","'2024-01-21 18:11:17.272'","false","7","Relaxation,Food and Drink","{}","","0","false","1","0","0","0","0","","0","'2024-04-06'","1","0","true","0","0","13.20","false"
